id,category,label,metric,operator,value_low,value_high,value_exact,unit,window_value,window_unit,weight,is_gate
SE-3010a,Capability,Top Tags Count (0),top_tags_count,RANGE,0,0,,count,,,0.00,FALSE
SE-3010b,Capability,Top Tags Count (1–3),top_tags_count,RANGE,1,3,,count,,,0.01,FALSE
SE-3010c,Capability,Top Tags Count (4–7),top_tags_count,RANGE,4,7,,count,,,0.02,FALSE
SE-3010d,Capability,Top Tags Count (8–15),top_tags_count,RANGE,8,15,,count,,,0.03,FALSE
SE-3010e,Capability,Top Tags Count (16+),top_tags_count,RANGE,16,1000000,,count,,,0.04,FALSE
SE-4001a,Risk,Downvote Share (>=0.40),downvote_share,RANGE,0.4,1,,ratio,,,-0.06,FALSE
SE-4001b,Risk,Downvote Share (0.25–0.39),downvote_share,RANGE,0.25,0.39,,ratio,,,-0.03,FALSE
SE-4001c,Risk,Downvote Share (0.10–0.24),downvote_share,RANGE,0.1,0.24,,ratio,,,-0.01,FALSE
SE-4001d,Risk,Downvote Share (0.01–0.09),downvote_share,RANGE,0.01,0.09,,ratio,,,0.00,FALSE
SE-4001e,Risk,Downvote Share (0),downvote_share,RANGE,0,0,,ratio,,,0.02,FALSE
SE-4002,Risk,Profile Private or Suspended,is_suspended_or_private,EXISTS,,,,boolean,,,-0.08,FALSE
